fas_id,course_code,course_title,department,professor,semester,year,term,rating,rating_fas_mean,materials_rating,assignments_rating,feedback_rating,section_rating,instructor_rating,lectures_effective,instructor_accessible,generates_enthusiasm,facilitates_discussion,recommendation_rating,hours_per_week,num_students
114789,MCB 115,Cellular Basis of Neuronal Function 001,MCB,Quast,2023Spring,2023,Spring,4.58,4.22,4.18,4.25,3.82,4.43,4.7,4.5,4.8,4.7,4.0,4.5,6.42,16
114789,MCB 115,Cellular Basis of Neuronal Function 001,MCB,Quast,2024Spring,2024,Spring,4.7,4.25,4.35,4.35,4.61,4.93,4.94,4.78,4.89,4.89,4.94,4.48,6.61,25
114789,MCB 115,Cellular Basis of Neuronal Function 001,MCB,Draft,2024Spring,2024,Spring,4.7,4.25,4.35,4.35,4.61,4.93,5.0,5.0,4.88,5.0,4.94,4.48,6.61,25
114796,MCB 65,Physical Biochemistry: Understanding Macromolecular Machines 001,MCB,Prigozhin,2023Spring,2023,Spring,4.33,4.22,4.83,4.0,4.5,4.5,5.0,4.0,5.0,5.0,5.0,4.0,10.17,7
114796,MCB 65,Physical Biochemistry: Understanding Macromolecular Machines 001,MCB,Brewster,2023Spring,2023,Spring,4.33,4.22,4.83,4.0,4.5,4.5,4.6,4.8,4.75,4.6,4.8,4.0,10.17,7
114796,MCB 65,Physical Biochemistry: Understanding Macromolecular Machines 001,MCB,LaCroix,2023Spring,2023,Spring,4.33,4.22,4.83,4.0,4.5,4.5,5.0,4.67,5.0,5.0,5.0,4.0,10.17,7
114796,MCB 65,Physical Biochemistry: Understanding Macromolecular Machines 001,MCB,LaCroix,2024Spring,2024,Spring,4.0,4.25,3.8,3.8,4.8,4.4,4.33,4.33,4.67,4.33,4.5,4.2,7.2,7
114796,MCB 65,Physical Biochemistry: Understanding Macromolecular Machines 001,MCB,Brewster,2024Spring,2024,Spring,4.0,4.25,3.8,3.8,4.8,4.4,4.6,4.6,5.0,4.8,4.75,4.2,7.2,7
114796,MCB 65,Physical Biochemistry: Understanding Macromolecular Machines 001,MCB,Prigozhin,2024Spring,2024,Spring,4.0,4.25,3.8,3.8,4.8,4.4,3.33,3.33,3.33,3.67,2.5,4.2,7.2,7
114796,MCB 65,Physical Biochemistry: Understanding Macromolecular Machines 001,MCB,Brewster,2025Spring,2025,Spring,4.06,4.26,4.22,3.61,4.61,4.61,4.85,4.85,4.75,4.92,4.91,3.72,10.44,22
114796,MCB 65,Physical Biochemistry: Understanding Macromolecular Machines 001,MCB,Prigozhin,2025Spring,2025,Spring,4.06,4.26,4.22,3.61,4.61,4.61,4.5,4.5,4.29,4.63,4.33,3.72,10.44,22
114796,MCB 65,Physical Biochemistry: Understanding Macromolecular Machines 001,MCB,LaCroix,2025Spring,2025,Spring,4.06,4.26,4.22,3.61,4.61,4.61,4.56,4.0,4.88,4.33,4.43,3.72,10.44,22
114806,COMPSCI 223,Probabilistic Analysis and Algorithms 001,COMPSCI,Mitzenmacher,2023Spring,2023,Spring,4.5,4.22,5.0,3.75,4.0,4.33,4.5,4.75,4.75,4.25,4.0,4.25,10.5,7
114807,COMPSCI 252R,Advanced Topics in Programming Languages 001,COMPSCI,Amin,2022Fall,2022,Fall,4.6,4.2,4.3,4.33,4.0,5.0,4.7,4.33,4.8,4.6,4.6,4.7,5.4,11
114807,COMPSCI 252R,Advanced Topics in Programming Languages 001,COMPSCI,Amin,2023Fall,2023,Fall,4.73,4.21,4.64,4.64,4.64,4.75,4.8,4.78,4.9,4.8,4.7,4.73,5.91,17
114807,COMPSCI 2520R,Advanced Topics in Programming Languages 001,COMPSCI,Amin,2024Fall,2024,Fall,4.4,4.24,3.8,4.0,4.3,3.0,4.22,4.13,4.67,4.56,4.5,4.0,6.9,14
114808,ENG-SCI 222,Advanced Cellular Engineering 001,ENG-SCI,Parker,2022Fall,2022,Fall,4.6,4.2,3.8,2.2,3.6,4.6,4.2,4.4,3.6,4.6,4.4,4.2,20.0,7
114808,ENG-SCI 222,Advanced Cellular Engineering 001,ENG-SCI,Parker,2025Spring,2025,Spring,4.43,4.26,4.83,4.2,5.0,5.0,4.8,4.8,4.4,5.0,4.8,4.13,17.0,13
114829,ENGLISH 294Z,On Beauty: Graduate Seminar 001,ENGLISH,Scarry,2023Spring,2023,Spring,4.42,4.22,4.33,4.42,4.75,0,4.67,4.42,4.83,4.83,4.82,4.58,6.67,14
114829,ENGLISH 294Z,On Beauty: Graduate Seminar 001,ENGLISH,Scarry,2024Fall,2024,Fall,4.75,4.24,4.88,4.71,4.86,5.0,4.86,4.71,4.71,4.86,4.86,4.71,7.0,15
114862,HIST 2055,"Early Medieval History, Archaeology and Archaeoscience: Seminar 01",HIST,McCormick,2023Fall,2023,Fall,4.8,4.21,4.6,4.8,4.8,0,5.0,4.8,5.0,5.0,5.0,4.6,6.4,8
114864,MCB 188,Chromosomes 001,MCB,Kleckner,2024Spring,2024,Spring,4.75,4.25,4.5,4.5,4.25,0,4.67,5.0,5.0,5.0,5.0,4.25,2.67,7
114864,MCB 188,Chromosomes 001,MCB,Kleckner,2025Spring,2025,Spring,4.5,4.26,4.38,4.5,4.38,4.4,4.6,4.4,4.6,4.8,4.6,4.38,7.0,12
114881,HIST 2400,Readings in Colonial and Revolutionary America: Proseminar 01,HIST,Chaplin,2023Fall,2023,Fall,5.0,4.21,4.5,4.67,4.83,0,5.0,5.0,5.0,4.67,5.0,4.5,6.2,13
114922,GENED 1106,Sound and Music Perception 001,GENED,Heller,2024Spring,2024,Spring,3.86,4.25,4.0,4.0,3.67,4.43,4.0,4.0,4.33,5.0,4.33,4.14,4.29,19
114941,ROM-STD 97,"Sophomore Tutorial: Poetics, Practice, and Politics in Romance Societies 001",ROM-STD,Richman,2023Spring,2023,Spring,4.27,4.22,4.0,4.0,3.27,3.7,4.45,4.6,4.55,4.91,4.73,4.09,4.36,15
114944,PORTUG 30,Upper-Level Portuguese: Lusophone Culture in Bits and Pieces 001,PORTUG,Soares,2022Fall,2022,Fall,4.6,4.2,4.4,4.2,4.6,4.5,0,0,0,0,0,4.6,2.6,5
114944,PORTUG 30,Upper-level Portuguese: Traditions and Culture through Brazilian folklore 001,PORTUG,Soares,2024Spring,2024,Spring,4.6,4.25,4.6,4.8,4.8,5.0,5.0,5.0,5.0,5.0,0,4.6,2.25,5
114957,GHHP 50,The Quality of Health Care in America 001,GHHP,Jena,2023Spring,2023,Spring,4.97,4.22,4.72,4.94,4.88,4.91,4.96,4.96,4.71,5.0,5.0,5.0,2.71,43
114957,GHHP 50,The Quality of Health Care in America 001,GHHP,Jena,2023Fall,2023,Fall,4.97,4.21,4.73,4.75,4.84,4.73,5.0,4.97,4.83,5.0,4.97,4.97,2.47,42
114957,GHHP 50,The Quality of Health Care in America 001,GHHP,Jena,2024Fall,2024,Fall,4.86,4.24,4.6,4.71,4.74,4.83,4.95,4.92,4.84,4.95,4.95,4.9,3.54,53
115014,GOV 1061,The History of Modern Political Philosophy 001,GOV,Tuck,2023Spring,2023,Spring,4.57,4.22,4.29,4.25,4.44,4.86,4.71,4.47,3.92,4.67,4.42,4.52,5.45,35
115014,GOV 1061,The History of Modern Political Philosophy 001,GOV,Landauer,2024Spring,2024,Spring,4.44,4.25,4.75,4.25,3.86,4.06,4.44,4.81,4.4,4.81,4.53,4.19,6.93,26
115014,GOV 1061,The History of Modern Political Philosophy 001,GOV,March,2025Spring,2025,Spring,4.0,4.26,4.13,4.44,3.81,3.81,4.17,4.25,4.64,4.55,4.5,3.67,6.19,22
115026,ECON 2120,Principles of Econometrics 001,ECON,Tamer,2022Fall,2022,Fall,4.03,4.2,4.49,3.95,4.14,4.5,4.26,4.11,4.34,4.0,4.12,4.15,8.42,44
115026,ECON 2120,Principles of Econometrics 001,ECON,Heiler,2023Fall,2023,Fall,3.13,4.21,3.5,3.73,4.1,4.77,3.0,2.83,3.92,3.28,3.36,3.33,11.36,33
115026,ECON 2120,Principles of Econometrics 001,ECON,Tamer,2024Fall,2024,Fall,4.35,4.24,4.52,4.24,4.24,4.42,4.38,4.17,4.65,4.46,4.4,4.26,11.96,37
115030,ECON 3011,Graduate Student Workshop in Financial Economics 001,ECON,Campbell,2023Spring,2023,Spring,4.8,4.22,5.0,5.0,4.75,5.0,5.0,5.0,5.0,5.0,5.0,4.75,2.0,17
115030,ECON 3011,Graduate Student Workshop in Financial Economics 001,ECON,Gabaix,2023Spring,2023,Spring,4.8,4.22,5.0,5.0,4.75,5.0,5.0,5.0,5.0,5.0,5.0,4.75,2.0,17
115030,ECON 3011,Graduate Student Workshop in Financial Economics 001,ECON,Stein,2023Spring,2023,Spring,4.8,4.22,5.0,5.0,4.75,5.0,5.0,5.0,4.67,5.0,5.0,4.75,2.0,17
115030,ECON 3011,Graduate Student Workshop in Financial Economics 001,ECON,Gabaix,2024Fall,2024,Fall,5.0,4.24,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.75,4.5,16
115030,ECON 3011,Graduate Student Workshop in Financial Economics 001,ECON,Stein,2024Fall,2024,Fall,5.0,4.24,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.75,4.5,16
115034,CHNSE 187,Art and Violence in the Cultural Revolution 01,CHNSE,Tian,2023Spring,2023,Spring,4.79,4.22,4.85,4.69,4.62,5.0,4.92,5.0,5.0,5.0,5.0,4.77,4.42,18
115077,STAT 221,"Computational Tools for Statistical Learning: Approximation, Optimization, and Monte Carlo 001",STAT,Liu,2022Fall,2022,Fall,3.17,4.2,3.52,3.0,2.37,3.0,3.59,3.0,4.24,3.9,3.8,3.17,10.32,33
115077,STAT 221,"Computational Tools for Statistical Learning: Approximation, Optimization, and Monte Carlo 001",STAT,Liu,2023Fall,2023,Fall,3.71,4.21,4.0,4.14,3.86,4.5,4.0,4.0,4.67,4.5,4.5,3.86,9.83,9
115130,SOCIOL 97,Tutorial in Sociological Theory 001,SOCIOL,Dromi,2022Fall,2022,Fall,4.56,4.2,4.28,4.16,4.44,4.84,4.91,4.86,4.95,4.95,4.75,4.32,6.83,31
115130,SOCIOL 97,Tutorial in Sociological Theory 001,SOCIOL,Dromi,2023Spring,2023,Spring,4.3,4.22,4.3,4.1,4.15,4.55,4.68,4.37,4.65,4.42,4.56,3.79,7.55,32
115130,SOCIOL 97,Tutorial in Sociological Theory 001,SOCIOL,Dromi,2023Fall,2023,Fall,4.3,4.21,4.18,4.05,4.36,4.71,4.11,3.78,4.44,4.32,4.12,4.09,5.76,34
115130,SOCIOL 97,Tutorial in Sociological Theory 001,SOCIOL,Dromi,2024Spring,2024,Spring,4.39,4.25,4.39,4.33,4.29,4.61,4.81,4.81,4.6,4.76,4.69,4.29,7.28,26
115130,SOCIOL 97,Tutorial in Sociological Theory 001,SOCIOL,Dromi,2024Fall,2024,Fall,4.47,4.24,4.17,4.37,4.58,4.63,4.44,4.25,4.38,4.25,4.31,4.26,7.28,29
115130,SOCIOL 97,Tutorial in Sociological Theory 001,SOCIOL,Dromi,2025Spring,2025,Spring,4.25,4.26,4.44,4.19,4.63,4.94,4.67,4.45,4.83,4.92,4.83,4.23,6.13,25
115137,CHEM 17,Principles of Organic Chemistry 001,CHEM,Brunker,2022Fall,2022,Fall,3.25,4.2,3.55,3.28,3.15,3.97,3.73,3.54,3.55,3.8,3.61,3.17,11.09,285
115137,CHEM 17,Principles of Organic Chemistry 001,CHEM,Matchacheep,2023Fall,2023,Fall,4.05,4.21,4.28,3.85,3.64,3.94,4.84,4.79,4.61,4.72,4.65,3.86,10.07,257
115137,CHEM 17,Principles of Organic Chemistry LEC,CHEM,Woo,2024Fall,2024,Fall,3.58,4.24,3.77,3.42,3.6,4.05,3.85,3.53,3.88,4.05,3.96,3.49,11.99,258
115137,CHEM 17,Principles of Organic Chemistry LEC,CHEM,Matchacheep,2024Fall,2024,Fall,3.58,4.24,3.77,3.42,3.6,4.05,4.82,4.73,4.51,4.68,4.7,3.49,11.99,258
115190,GERMAN 120,The Age of Goethe 1,GERMAN,Burgard,2025Spring,2025,Spring,4.83,4.26,5.0,5.0,4.67,5.0,0,0,0,0,0,4.67,9.67,6
115238,GREEK 134,The Language of Homer 001,GREEK,Rau,2022Fall,2022,Fall,4.17,4.2,3.83,3.67,3.67,4.0,4.33,4.33,3.83,4.5,4.0,4.17,4.67,8
115384,COMPSCI 124,Data Structures and Algorithms 001,COMPSCI,Hesterberg,2023Spring,2023,Spring,3.46,4.22,3.73,3.38,3.56,3.95,3.95,3.72,4.21,3.87,3.95,3.44,16.7,254
115384,COMPSCI 124,Data Structures and Algorithms 001,COMPSCI,Sudan,2023Spring,2023,Spring,3.46,4.22,3.73,3.38,3.56,3.95,4.18,4.07,4.13,4.15,4.03,3.44,16.7,254
115384,COMPSCI 124,Data Structures and Algorithms 001,COMPSCI,Sudan,2024Spring,2024,Spring,3.61,4.25,3.87,3.38,3.5,4.06,4.18,3.95,4.39,4.14,4.32,3.49,15.65,191
115384,COMPSCI 124,Data Structures and Algorithms 001,COMPSCI,Chen,2024Spring,2024,Spring,3.61,4.25,3.87,3.38,3.5,4.06,4.5,4.55,4.53,4.44,4.54,3.49,15.65,191
115384,COMPSCI 124,Data Structures and Algorithms 001,COMPSCI,Ascrizzi,2024Spring,2024,Spring,3.61,4.25,3.87,3.38,3.5,4.06,4.67,4.75,4.78,4.64,4.8,3.49,15.65,191
115384,COMPSCI 1240,Data Structures and Algorithms 001,COMPSCI,Sudan,2025Spring,2025,Spring,3.69,4.26,4.01,3.31,3.5,4.04,4.46,4.38,4.42,4.38,4.37,3.62,13.3,171
115384,COMPSCI 1240,Data Structures and Algorithms 001,COMPSCI,Chen,2025Spring,2025,Spring,3.69,4.26,4.01,3.31,3.5,4.04,4.54,4.45,4.52,4.42,4.42,3.62,13.3,171
115384,COMPSCI 1240,Data Structures and Algorithms 001,COMPSCI,Ascrizzi,2025Spring,2025,Spring,3.69,4.26,4.01,3.31,3.5,4.04,4.29,4.73,4.42,4.22,4.46,3.62,13.3,171
115419,HISTSCI 97,Tutorial - Sophomore Year 001,HISTSCI,Harrington,2023Spring,2023,Spring,3.85,4.22,4.21,4.16,4.28,4.44,4.24,4.25,4.33,4.47,4.29,3.96,5.65,36
115419,HISTSCI 97,Tutorial - Sophomore Year 001,HISTSCI,LaBonte,2023Spring,2023,Spring,3.85,4.22,4.21,4.16,4.28,4.44,4.86,4.67,4.85,4.79,4.77,3.96,5.65,36
115419,HISTSCI 97,Tutorial - Sophomore Year 001,HISTSCI,Lemov,2024Spring,2024,Spring,4.27,4.25,4.18,3.73,4.09,4.36,4.56,4.44,4.44,4.44,4.44,4.27,4.2,22
115419,HISTSCI 97,Tutorial - Sophomore Year 001,HISTSCI,Csiszar,2024Spring,2024,Spring,4.27,4.25,4.18,3.73,4.09,4.36,4.57,4.57,4.43,4.57,4.43,4.27,4.2,22
115419,HISTSCI 97,Tutorial - Sophomore Year 001,HISTSCI,Lemov,2025Spring,2025,Spring,4.38,4.26,4.43,4.24,4.43,4.57,5.0,5.0,4.8,4.9,5.0,4.33,5.62,30
115419,HISTSCI 97,Tutorial - Sophomore Year 001,HISTSCI,Robinson,2025Spring,2025,Spring,4.38,4.26,4.43,4.24,4.43,4.57,5.0,5.0,5.0,5.0,5.0,4.33,5.62,30
115423,RELIGION 12,Ritual and the Life Cycle 1,RELIGION,Eck,2024Spring,2024,Spring,4.25,4.25,4.25,4.13,3.88,4.13,4.29,4.43,4.86,5.0,5.0,4.13,3.5,13
115442,PHYSICS 253B,Quantum Field Theory II 001,PHYSICS,Yin,2023Spring,2023,Spring,4.83,4.22,4.91,4.73,4.45,4.64,5.0,5.0,4.9,5.0,4.33,4.91,15.0,16
115442,PHYSICS 253B,Quantum Field Theory II 001,PHYSICS,Schwartz,2024Spring,2024,Spring,4.75,4.25,4.75,4.63,4.5,4.71,4.71,4.86,4.86,4.86,4.67,4.88,17.57,15
115442,PHYSICS 253B,Quantum Field Theory II 001,PHYSICS,Jafferis,2025Spring,2025,Spring,3.83,4.26,4.0,4.0,3.33,4.4,4.17,3.5,4.33,4.5,4.5,3.67,18.4,12
115470,SOC-STD 10A,Introduction to Social Studies 001,SOC-STD,Rosen,2022Fall,2022,Fall,4.25,4.2,4.16,4.38,4.43,4.66,4.5,4.5,4.0,4.75,5.0,4.37,7.5,103
115470,SOC-STD 10A,Introduction to Social Studies 001,SOC-STD,Liu,2022Fall,2022,Fall,4.25,4.2,4.16,4.38,4.43,4.66,5.0,5.0,5.0,5.0,5.0,4.37,7.5,103
115470,SOC-STD 10A,Introduction to Social Studies 001,SOC-STD,Wagner,2022Fall,2022,Fall,4.25,4.2,4.16,4.38,4.43,4.66,4.71,4.5,4.86,4.57,4.86,4.37,7.5,103
115470,SOC-STD 10A,Introduction to Social Studies 001,SOC-STD,Talbert,2022Fall,2022,Fall,4.25,4.2,4.16,4.38,4.43,4.66,3.8,3.36,4.45,3.9,3.87,4.37,7.5,103
115470,SOC-STD 10A,Introduction to Social Studies 001,SOC-STD,Hansen,2022Fall,2022,Fall,4.25,4.2,4.16,4.38,4.43,4.66,4.5,4.5,4.83,4.5,4.33,4.37,7.5,103
115470,SOC-STD 10A,Introduction to Social Studies 001,SOC-STD,Jackson,2022Fall,2022,Fall,4.25,4.2,4.16,4.38,4.43,4.66,5.0,4.8,5.0,5.0,5.0,4.37,7.5,103
115470,SOC-STD 10A,Introduction to Social Studies 001,SOC-STD,Brandel,2022Fall,2022,Fall,4.25,4.2,4.16,4.38,4.43,4.66,5.0,5.0,4.83,4.83,5.0,4.37,7.5,103
115470,SOC-STD 10A,Introduction to Social Studies 001,SOC-STD,Willison,2022Fall,2022,Fall,4.25,4.2,4.16,4.38,4.43,4.66,5.0,5.0,5.0,5.0,5.0,4.37,7.5,103
115470,SOC-STD 10A,Introduction to Social Studies 001,SOC-STD,Naresh,2022Fall,2022,Fall,4.25,4.2,4.16,4.38,4.43,4.66,5.0,5.0,4.8,5.0,5.0,4.37,7.5,103
115470,SOC-STD 10A,Introduction to Social Studies 001,SOC-STD,Prevelakis,2022Fall,2022,Fall,4.25,4.2,4.16,4.38,4.43,4.66,4.18,3.82,4.48,4.51,4.47,4.37,7.5,103
115470,SOC-STD 10A,Introduction to Social Studies 001,SOC-STD,Choi,2022Fall,2022,Fall,4.25,4.2,4.16,4.38,4.43,4.66,3.43,3.4,4.43,3.86,2.71,4.37,7.5,103
115470,SOC-STD 10A,Introduction to Social Studies 001,SOC-STD,Clavey,2022Fall,2022,Fall,4.25,4.2,4.16,4.38,4.43,4.66,5.0,5.0,5.0,5.0,5.0,4.37,7.5,103
115470,SOC-STD 10A,Introduction to Social Studies 001,SOC-STD,Tontiplaphol,2022Fall,2022,Fall,4.25,4.2,4.16,4.38,4.43,4.66,0,0,0,0,0,4.37,7.5,103
115470,SOC-STD 10A,Introduction to Social Studies 001,SOC-STD,Whitham,2022Fall,2022,Fall,4.25,4.2,4.16,4.38,4.43,4.66,5.0,5.0,5.0,5.0,5.0,4.37,7.5,103
115470,SOC-STD 10A,Introduction to Social Studies 001,SOC-STD,Kliger,2022Fall,2022,Fall,4.25,4.2,4.16,4.38,4.43,4.66,4.83,4.67,5.0,4.67,4.67,4.37,7.5,103
115470,SOC-STD 10A,Introduction to Social Studies 001,SOC-STD,Keilson,2022Fall,2022,Fall,4.25,4.2,4.16,4.38,4.43,4.66,5.0,5.0,4.6,5.0,5.0,4.37,7.5,103
115470,SOC-STD 10A,Introduction to Social Studies 001,SOC-STD,Pressly,2022Fall,2022,Fall,4.25,4.2,4.16,4.38,4.43,4.66,4.82,4.8,5.0,5.0,5.0,4.37,7.5,103
115470,SOC-STD 10A,Introduction to Social Studies 001,SOC-STD,Hansen,2023Fall,2023,Fall,4.35,4.21,4.3,4.29,4.39,4.42,4.67,5.0,4.67,4.67,4.67,4.28,7.32,117
115470,SOC-STD 10A,Introduction to Social Studies 001,SOC-STD,Rosen,2023Fall,2023,Fall,4.35,4.21,4.3,4.29,4.39,4.42,4.2,4.0,2.6,4.2,4.4,4.28,7.32,117
115470,SOC-STD 10A,Introduction to Social Studies 001,SOC-STD,Wagner,2023Fall,2023,Fall,4.35,4.21,4.3,4.29,4.39,4.42,5.0,4.8,5.0,5.0,5.0,4.28,7.32,117
115470,SOC-STD 10A,Introduction to Social Studies 001,SOC-STD,Friedman,2023Fall,2023,Fall,4.35,4.21,4.3,4.29,4.39,4.42,5.0,5.0,4.83,5.0,5.0,4.28,7.32,117
115470,SOC-STD 10A,Introduction to Social Studies 001,SOC-STD,Raidoo,2023Fall,2023,Fall,4.35,4.21,4.3,4.29,4.39,4.42,3.88,3.29,4.38,4.0,3.71,4.28,7.32,117
115470,SOC-STD 10A,Introduction to Social Studies 001,SOC-STD,Choi,2023Fall,2023,Fall,4.35,4.21,4.3,4.29,4.39,4.42,5.0,5.0,5.0,5.0,5.0,4.28,7.32,117
115470,SOC-STD 10A,Introduction to Social Studies 001,SOC-STD,Whitham,2023Fall,2023,Fall,4.35,4.21,4.3,4.29,4.39,4.42,4.2,4.5,5.0,4.4,4.4,4.28,7.32,117
115470,SOC-STD 10A,Introduction to Social Studies 001,SOC-STD,Kliger,2023Fall,2023,Fall,4.35,4.21,4.3,4.29,4.39,4.42,0,0,0,0,0,4.28,7.32,117
115470,SOC-STD 10A,Introduction to Social Studies 001,SOC-STD,Prevelakis,2023Fall,2023,Fall,4.35,4.21,4.3,4.29,4.39,4.42,4.6,5.0,4.6,5.0,4.8,4.28,7.32,117
115470,SOC-STD 10A,Introduction to Social Studies 001,SOC-STD,Willison,2023Fall,2023,Fall,4.35,4.21,4.3,4.29,4.39,4.42,4.0,4.0,4.33,4.33,4.67,4.28,7.32,117
115470,SOC-STD 10A,Introduction to Social Studies 001,SOC-STD,Harpham,2023Fall,2023,Fall,4.35,4.21,4.3,4.29,4.39,4.42,5.0,5.0,5.0,5.0,5.0,4.28,7.32,117
115470,SOC-STD 10A,Introduction to Social Studies 001,SOC-STD,Pressly,2023Fall,2023,Fall,4.35,4.21,4.3,4.29,4.39,4.42,5.0,5.0,5.0,5.0,5.0,4.28,7.32,117
115470,SOC-STD 10A,Introduction to Social Studies 001,SOC-STD,Masin-Peters,2023Fall,2023,Fall,4.35,4.21,4.3,4.29,4.39,4.42,4.5,4.17,4.88,4.38,3.75,4.28,7.32,117
115470,SOC-STD 10A,Introduction to Social Studies 001,SOC-STD,Armitage,2023Fall,2023,Fall,4.35,4.21,4.3,4.29,4.39,4.42,4.31,4.26,3.7,4.33,4.26,4.28,7.32,117
115470,SOC-STD 10A,Introduction to Social Studies 001,SOC-STD,Clavey,2023Fall,2023,Fall,4.35,4.21,4.3,4.29,4.39,4.42,5.0,5.0,5.0,5.0,5.0,4.28,7.32,117
115470,SOC-STD 10A,Introduction to Social Studies 001,SOC-STD,Naresh,2023Fall,2023,Fall,4.35,4.21,4.3,4.29,4.39,4.42,4.63,4.17,4.38,4.5,4.89,4.28,7.32,117
115470,SOC-STD 10A,Introduction to Social Studies 001,SOC-STD,Callison,2024Fall,2024,Fall,4.31,4.24,4.22,4.28,4.36,4.66,5.0,5.0,5.0,5.0,5.0,4.35,8.46,108
115470,SOC-STD 10A,Introduction to Social Studies 001,SOC-STD,Wagner,2024Fall,2024,Fall,4.31,4.24,4.22,4.28,4.36,4.66,4.67,4.67,4.5,5.0,5.0,4.35,8.46,108
115470,SOC-STD 10A,Introduction to Social Studies 001,SOC-STD,Masin-Peters,2024Fall,2024,Fall,4.31,4.24,4.22,4.28,4.36,4.66,4.33,4.8,4.33,4.17,4.67,4.35,8.46,108
115470,SOC-STD 10A,Introduction to Social Studies 001,SOC-STD,O'Bryan,2024Fall,2024,Fall,4.31,4.24,4.22,4.28,4.36,4.66,5.0,5.0,5.0,5.0,5.0,4.35,8.46,108
115470,SOC-STD 10A,Introduction to Social Studies 001,SOC-STD,Mueser,2024Fall,2024,Fall,4.31,4.24,4.22,4.28,4.36,4.66,5.0,5.0,5.0,5.0,5.0,4.35,8.46,108
115470,SOC-STD 10A,Introduction to Social Studies 001,SOC-STD,Stafford,2024Fall,2024,Fall,4.31,4.24,4.22,4.28,4.36,4.66,5.0,5.0,5.0,5.0,5.0,4.35,8.46,108
115470,SOC-STD 10A,Introduction to Social Studies 001,SOC-STD,Harpham,2024Fall,2024,Fall,4.31,4.24,4.22,4.28,4.36,4.66,4.5,4.5,4.25,4.33,3.75,4.35,8.46,108
115470,SOC-STD 10A,Introduction to Social Studies 001,SOC-STD,Choi,2024Fall,2024,Fall,4.31,4.24,4.22,4.28,4.36,4.66,5.0,4.6,4.8,5.0,5.0,4.35,8.46,108
115470,SOC-STD 10A,Introduction to Social Studies 001,SOC-STD,Armitage,2024Fall,2024,Fall,4.31,4.24,4.22,4.28,4.36,4.66,4.03,3.82,3.98,4.19,4.17,4.35,8.46,108
115470,SOC-STD 10A,Introduction to Social Studies 001,SOC-STD,Prevelakis,2024Fall,2024,Fall,4.31,4.24,4.22,4.28,4.36,4.66,5.0,5.0,5.0,5.0,5.0,4.35,8.46,108
115470,SOC-STD 10A,Introduction to Social Studies 001,SOC-STD,Greenberg,2024Fall,2024,Fall,4.31,4.24,4.22,4.28,4.36,4.66,5.0,5.0,4.5,4.75,4.75,4.35,8.46,108
115470,SOC-STD 10A,Introduction to Social Studies 001,SOC-STD,Gleckman-Krut,2024Fall,2024,Fall,4.31,4.24,4.22,4.28,4.36,4.66,4.29,4.29,4.29,4.57,4.8,4.35,8.46,108
115470,SOC-STD 10A,Introduction to Social Studies 001,SOC-STD,Bavbek,2024Fall,2024,Fall,4.31,4.24,4.22,4.28,4.36,4.66,4.8,5.0,5.0,4.8,4.6,4.35,8.46,108
115470,SOC-STD 10A,Introduction to Social Studies 001,SOC-STD,Naresh,2024Fall,2024,Fall,4.31,4.24,4.22,4.28,4.36,4.66,5.0,5.0,5.0,5.0,5.0,4.35,8.46,108
115470,SOC-STD 10A,Introduction to Social Studies 001,SOC-STD,Guan,2024Fall,2024,Fall,4.31,4.24,4.22,4.28,4.36,4.66,4.0,4.5,4.67,4.33,4.17,4.35,8.46,108
115470,SOC-STD 10A,Introduction to Social Studies 001,SOC-STD,Chan,2024Fall,2024,Fall,4.31,4.24,4.22,4.28,4.36,4.66,4.5,4.4,4.88,4.5,4.29,4.35,8.46,108
115494,ECON 3017,Research in Health Economics 001,ECON,Shepard,2022Fall,2022,Fall,4.29,4.2,4.14,3.57,4.0,0,4.86,4.83,4.57,4.57,4.71,4.57,5.57,8
115494,ECON 3017,Research in Health Economics 001,ECON,Shepard,2023Fall,2023,Fall,4.67,4.21,4.83,4.83,4.33,4.0,5.0,5.0,4.83,5.0,5.0,5.0,4.67,8
115494,ECON 3017,Research in Health Economics 001,ECON,Shepard,2024Fall,2024,Fall,4.33,4.24,4.67,3.4,3.33,4.0,4.67,4.83,4.33,4.67,4.5,4.17,9.0,8
115521,CHNSLIT 267R,Topics in Tang Literature: Seminar 01,CHNSLIT,Tian,2023Spring,2023,Spring,4.8,4.22,4.6,4.8,4.4,5.0,4.8,4.8,4.8,4.6,4.8,4.4,9.4,7
115572,PSY 2170,Developmental Proseminar 001,PSY,Spelke,2023Fall,2023,Fall,3.4,4.21,3.4,3.0,3.4,0,4.0,4.0,3.5,4.5,3.5,3.0,9.33,10
115572,PSY 2170,Developmental Proseminar 001,PSY,Spelke,2024Fall,2024,Fall,4.67,4.24,5.0,5.0,4.0,0,5.0,5.0,5.0,5.0,5.0,5.0,10.67,8
115578,PSY 2500,Proseminar in Social Psychology 001,PSY,Cushman,2024Spring,2024,Spring,4.0,4.25,3.92,4.0,4.31,4.75,4.54,4.5,4.67,4.69,4.31,4.08,7.54,21
